Score,Summary,Text,Sentiment,Content
2,"Great Idea, but it is not very good.","I like the taste of coke and pepsi, if I had to choose between both of them I would choose Pepsi.  The soda stream cola is awful.  I can normally drink any soda, but this one is almost undrinkable.  I gave it two stars because it is better for the environment.",negative,"Great Idea, but it is not very good.. I like the taste of coke and pepsi, if I had to choose between both of them I would choose Pepsi.  The soda stream cola is awful.  I can normally drink any soda, but this one is almost undrinkable.  I gave it two stars because it is better for the environment."
5,noni juice,"The Noni Juice came as expected, and we appreciate the prompt delivery.<br />This is a great product for healthy living, and we will order again in the future.",positive,"noni juice. The Noni Juice came as expected, and we appreciate the prompt delivery.<br />This is a great product for healthy living, and we will order again in the future."
5,like nectar from the gods,"Coconut water is one of the healthiest things you can drink.  It's chock full of electrolytes, vitamins, minerals, potassium, etc.  After sweating buckets in a bikram yoga class or under the sun, nothing tastes as good as cold fresh coconut water.  Now, I've done the whole whacking a young coconut bit, but it is tedious, messy, and takes up a lot of space in the fridge.  Now I can have coconut water any time and carry it around the city with me.  Much better than lugging around a meat cleaver and a huge white coconut.<br /><br />I've tried this brand and another brand and I prefer O.N.E.",positive,"like nectar from the gods. Coconut water is one of the healthiest things you can drink.  It's chock full of electrolytes, vitamins, minerals, potassium, etc.  After sweating buckets in a bikram yoga class or under the sun, nothing tastes as good as cold fresh coconut water.  Now, I've done the whole whacking a young coconut bit, but it is tedious, messy, and takes up a lot of space in the fridge.  Now I can have coconut water any time and carry it around the city with me.  Much better than lugging around a meat cleaver and a huge white coconut.<br /><br />I've tried this brand and another brand and I prefer O.N.E."
5,Excellent,The machine was delivered promptly.  We opened it at Christmas and my husband is having a good time making soda for both of us.  I am very pleased with the purchase.,positive,Excellent. The machine was delivered promptly.  We opened it at Christmas and my husband is having a good time making soda for both of us.  I am very pleased with the purchase.
5,Izzie loves Earth's Best!,"After being exclusively breastfed for four months, making the transition to the bottle was really hard. We tried Enfamil and Izzie didn't like it, it made her gassy, and she was throwing up a lot. We looked at all the formulas available at our local Babies R Us and we settled on Earth's Best Organic formula. It was quite the change from the Enfamil - it actually looked and smelled like milk! She took to it right away and now loves it! The best part, she isn't throwing up after every meal and she is less gassy than ever! We will never use another formula!",positive,"Izzie loves Earth's Best!. After being exclusively breastfed for four months, making the transition to the bottle was really hard. We tried Enfamil and Izzie didn't like it, it made her gassy, and she was throwing up a lot. We looked at all the formulas available at our local Babies R Us and we settled on Earth's Best Organic formula. It was quite the change from the Enfamil - it actually looked and smelled like milk! She took to it right away and now loves it! The best part, she isn't throwing up after every meal and she is less gassy than ever! We will never use another formula!"
5,Honey Lover,"Honey is a natural health food. Sourwood is complex, tangy sweet and has a slight bitter aftertaste. Really outstanding on toasted breads.",positive,"Honey Lover. Honey is a natural health food. Sourwood is complex, tangy sweet and has a slight bitter aftertaste. Really outstanding on toasted breads."
5,Best mass marketed dried meat product ON EARTH,"I'm normally rather ""meh"" about beef jerky and similar products (e.g. slim jims and their ilk), but Jack Links are always good, and the sweet and hot variety, for whatever reason, is AMAZING.  So many other varieties of beef jerky are like dry, stale wood chips that you can break your teeth on.  These have an incredible texture, with many huge cuts of meat that are still tender and moist in the center.  They still have the jaw workout that sort of defines beef jerky, but unlike so many other brands they're still recognizable as meat, and good meat at that.  The flavor is much as advertised, which may be a bit too spicy for some, but I love it.  It's heat that very slowly builds, so if you ate a couple of pieces you might not feel it, but after downing a full package you'll be reaching for a vanilla frappe.  The unfortunate thing is that they're hard to find where I live (Cape Cod/Rhode Island), the only place that routinely stocks is Cumberland Farms, and sad to say they seem to have been disappearing even from there.  It will be a real shame if they're discontinued, as in a mass produced snack world full of mediocre, predictable, unsatisfying fodder, Jack Links sweet and hot is the sort of thing you can make a satisfying meal of.",positive,"Best mass marketed dried meat product ON EARTH. I'm normally rather ""meh"" about beef jerky and similar products (e.g. slim jims and their ilk), but Jack Links are always good, and the sweet and hot variety, for whatever reason, is AMAZING.  So many other varieties of beef jerky are like dry, stale wood chips that you can break your teeth on.  These have an incredible texture, with many huge cuts of meat that are still tender and moist in the center.  They still have the jaw workout that sort of defines beef jerky, but unlike so many other brands they're still recognizable as meat, and good meat at that.  The flavor is much as advertised, which may be a bit too spicy for some, but I love it.  It's heat that very slowly builds, so if you ate a couple of pieces you might not feel it, but after downing a full package you'll be reaching for a vanilla frappe.  The unfortunate thing is that they're hard to find where I live (Cape Cod/Rhode Island), the only place that routinely stocks is Cumberland Farms, and sad to say they seem to have been disappearing even from there.  It will be a real shame if they're discontinued, as in a mass produced snack world full of mediocre, predictable, unsatisfying fodder, Jack Links sweet and hot is the sort of thing you can make a satisfying meal of."
4,Flavour without the calories,"This product has helped me to drink so much water, that even I am amazed. The cost of flavoured water is eating away at my budget and this is an inexpensive way to increase my water intake, great for those who are on a 'diet' or who just want to reduce sugary drink intake, I have.",positive,"Flavour without the calories. This product has helped me to drink so much water, that even I am amazed. The cost of flavoured water is eating away at my budget and this is an inexpensive way to increase my water intake, great for those who are on a 'diet' or who just want to reduce sugary drink intake, I have."
1,bad news,I love fresh roasted chestnuts and quite a while back I found some roasted and peeled that were dilicious.  I wish I could remember the name of the company.  I decided to order the Galil chestnuts from Amazon thinking they would be like the ones I had found before.  These were a huge disappointment.  They aren't in the least bit like freshly roasted chestnuts.  They are mushy.  It's as if they had been boiled for hours.  I am now sceptical about ordering another brand of packaged roasted and peeled chestnuts for fear they will be the same.,negative,bad news. I love fresh roasted chestnuts and quite a while back I found some roasted and peeled that were dilicious.  I wish I could remember the name of the company.  I decided to order the Galil chestnuts from Amazon thinking they would be like the ones I had found before.  These were a huge disappointment.  They aren't in the least bit like freshly roasted chestnuts.  They are mushy.  It's as if they had been boiled for hours.  I am now sceptical about ordering another brand of packaged roasted and peeled chestnuts for fear they will be the same.
5,I love oatmeal even more now!,"This oatmeal tastes better than any I have eaten in my life. The texture and flavor is better than other instant oatmeals; it is not mushy and has the perfect amount of sweetness--not too sweet but not bland and boring. The price is great, especially considering it is approximately the same as Quaker but with the added benefits of being yummier and organic!<br /><br />I contacted the manufacturer to ask if it is gluten free. They emailed me: ""Our light oatmeals that come in the boxes are gluten free. The ones in big cups are not gluten free."" However, I do not think they use certified gluten free oats. I have a gluten sensitivity and do not have any symptoms after eating this. However, if you have celiac, this product is probably not for you.",positive,"I love oatmeal even more now!. This oatmeal tastes better than any I have eaten in my life. The texture and flavor is better than other instant oatmeals; it is not mushy and has the perfect amount of sweetness--not too sweet but not bland and boring. The price is great, especially considering it is approximately the same as Quaker but with the added benefits of being yummier and organic!<br /><br />I contacted the manufacturer to ask if it is gluten free. They emailed me: ""Our light oatmeals that come in the boxes are gluten free. The ones in big cups are not gluten free."" However, I do not think they use certified gluten free oats. I have a gluten sensitivity and do not have any symptoms after eating this. However, if you have celiac, this product is probably not for you."
2,Semi-effective,"It works for just for about two or so weeks. I followed instructions to the T and actually double applied it just for safe measure since I was going away for two weeks. Well, after coming back, I had over 10 new large holes. It puts crop circles to shame. I turned to an animal control expert and they said, the problem I had, the tunnels are too deep. The product only works if the tunnels are close the surface. Anything greater than 2-4"" is useless.",negative,"Semi-effective. It works for just for about two or so weeks. I followed instructions to the T and actually double applied it just for safe measure since I was going away for two weeks. Well, after coming back, I had over 10 new large holes. It puts crop circles to shame. I turned to an animal control expert and they said, the problem I had, the tunnels are too deep. The product only works if the tunnels are close the surface. Anything greater than 2-4"" is useless."
5,Weight Watchers Delight,"I LOVE popcorn.<br />I recently joined weight watchers and they stress that NO food is forbidden, you just have to keep within a controlled portion. Jolly Time posts the WW Points PLus value on the box so I don't have to count, caluclate or divide. Just pop and enjoy. 3 points is a good value and fills me up so I don't want to snack all day.<br />AND getting it from Amazon with free super saver shipping was convenient and cost-efective.<br />Hooray for Jolly Time!",positive,"Weight Watchers Delight. I LOVE popcorn.<br />I recently joined weight watchers and they stress that NO food is forbidden, you just have to keep within a controlled portion. Jolly Time posts the WW Points PLus value on the box so I don't have to count, caluclate or divide. Just pop and enjoy. 3 points is a good value and fills me up so I don't want to snack all day.<br />AND getting it from Amazon with free super saver shipping was convenient and cost-efective.<br />Hooray for Jolly Time!"
5,Extremely Hot Sauce with Great Flavor,"Mad dog inferno is one of the rare hot sauces that combines burn your tongue off hot with a nice flavor to boot.  The hot sauce's flavor resembles a worchestershire sauce type of taste with an extremely hot kick that doesn't dissipate for a solid five minutes or so.  Use this sauce very sparingly by itself, and I recommend using it as a way to kick up flavors and or spiciness in dips, stews, chilis or anything else your looking to put an exclamation point on.  As an avid cook and hot sauce aficionado, I highly recommend this hot sauce.",positive,"Extremely Hot Sauce with Great Flavor. Mad dog inferno is one of the rare hot sauces that combines burn your tongue off hot with a nice flavor to boot.  The hot sauce's flavor resembles a worchestershire sauce type of taste with an extremely hot kick that doesn't dissipate for a solid five minutes or so.  Use this sauce very sparingly by itself, and I recommend using it as a way to kick up flavors and or spiciness in dips, stews, chilis or anything else your looking to put an exclamation point on.  As an avid cook and hot sauce aficionado, I highly recommend this hot sauce."
5,My Cats Just Love This,"My Cats truly love Whiskas Purrfectly Fish Variety Pack. They love the variety. I serve food to my Cats at about the same times each day. When I began serving Wiskas Purrfectly Fish, and another Wiskas Variety Pack, the began to follow me into the Kitchen with great expectation when it was time for their Wiskas. They watch me prepare each of their dishes with great interest. They follow me as I place their dishes out for them, and then dive in with great gusto. They did not do this when I served competing National Brands. My Cats also love Wiskas dry Cat Food which I make available to them 24 hours a day in a special serving bowl for that. My Cats enjoy good health, abundant energy, and a happy spirit. I am glad that I am able to serve them food that they enjoy and provides nutritional benefits they need.",positive,"My Cats Just Love This. My Cats truly love Whiskas Purrfectly Fish Variety Pack. They love the variety. I serve food to my Cats at about the same times each day. When I began serving Wiskas Purrfectly Fish, and another Wiskas Variety Pack, the began to follow me into the Kitchen with great expectation when it was time for their Wiskas. They watch me prepare each of their dishes with great interest. They follow me as I place their dishes out for them, and then dive in with great gusto. They did not do this when I served competing National Brands. My Cats also love Wiskas dry Cat Food which I make available to them 24 hours a day in a special serving bowl for that. My Cats enjoy good health, abundant energy, and a happy spirit. I am glad that I am able to serve them food that they enjoy and provides nutritional benefits they need."
5,Moist & Delicious,"This boxed mix is surprisingly easy and absolutely delicious.  Not at all like a ""kinda-dry"" brownie...the chocolate is rich, the texture wonderful and the swirl of cheesecake adds a unique flavor touch.  My husband loves them.  Note: after baking and cooling and before cutting, place brownies (still in the pan) in the freezer for 20 minutes.  They will then cut easily and neatly.",positive,"Moist & Delicious. This boxed mix is surprisingly easy and absolutely delicious.  Not at all like a ""kinda-dry"" brownie...the chocolate is rich, the texture wonderful and the swirl of cheesecake adds a unique flavor touch.  My husband loves them.  Note: after baking and cooling and before cutting, place brownies (still in the pan) in the freezer for 20 minutes.  They will then cut easily and neatly."
5,Yummmm,"This mix makes the best cobbler I have ever tasted. You can choose to use either canned or fresh peaches, or any fruit you choose. All you need is the mix, milk, butter, and fruit, everything else is in the bag. It is quick to put together and only takes 30 minutes to bake.<br /><br />You'll love the crispy edges and home cooked taste. As a special treat, serve it warm with a scoop of vanilla ice cream. Everyone who loves fruit cobblers will love this mix.",positive,"Yummmm. This mix makes the best cobbler I have ever tasted. You can choose to use either canned or fresh peaches, or any fruit you choose. All you need is the mix, milk, butter, and fruit, everything else is in the bag. It is quick to put together and only takes 30 minutes to bake.<br /><br />You'll love the crispy edges and home cooked taste. As a special treat, serve it warm with a scoop of vanilla ice cream. Everyone who loves fruit cobblers will love this mix."
5,Yummy!,"Yeah, I know that salt is salt, but I like the taste of this salt. It wasn't as costly as many of the gourmet salts, so I use it to make my own seasoned salts for myself and for gifts.",positive,"Yummy!. Yeah, I know that salt is salt, but I like the taste of this salt. It wasn't as costly as many of the gourmet salts, so I use it to make my own seasoned salts for myself and for gifts."
1,Bring back the Original Henry's Blend!!!,"I agree with the other reviewers.  ""Level 4 Seattle's Best"" is NOT the same as ""Henry's Blend.""  Henry's Blend was perfect, level 4 just tastes ""off.""  I'll be looking for a replacement blend.",negative,"Bring back the Original Henry's Blend!!!. I agree with the other reviewers.  ""Level 4 Seattle's Best"" is NOT the same as ""Henry's Blend.""  Henry's Blend was perfect, level 4 just tastes ""off.""  I'll be looking for a replacement blend."
5,GREAT DOG TREATS!!,"My dog LOVES these Buddy Biscuits!!  She is a small dog (7 1/2 pounds) and alot of treats are just too big for her.  These treats are very small in size and look like tiny gingerbread men.  So cute!!  I like that they are made in the USA, which is something I look for when purchasing an item (especially food of any kind!!).  I purchased these treats once just to try them, and I am so pleased by my dog's reaction to them that I will be purchasing them from now on.  Overall, highly recommended!!!",positive,"GREAT DOG TREATS!!. My dog LOVES these Buddy Biscuits!!  She is a small dog (7 1/2 pounds) and alot of treats are just too big for her.  These treats are very small in size and look like tiny gingerbread men.  So cute!!  I like that they are made in the USA, which is something I look for when purchasing an item (especially food of any kind!!).  I purchased these treats once just to try them, and I am so pleased by my dog's reaction to them that I will be purchasing them from now on.  Overall, highly recommended!!!"
5,yummi for the cats,We got 2 cats. 1 Siami and 1 Main Coon. Food is great and the cats like it. So what i have to say?,positive,yummi for the cats. We got 2 cats. 1 Siami and 1 Main Coon. Food is great and the cats like it. So what i have to say?
5,Awesome assortment,"Just recieved my k cups and thrilled with the assortmet.  i got mostly two of some flavors, and three of one kind, But extremely happy with what I got!  i definately will be ordering again and again!  I highly recommend this seller and assortment. There were so many flavors! Pumkin spice, mudslide, butter toffee,  hazelnut, french vanilla, mountain blueberry,  just to name a few!",positive,"Awesome assortment. Just recieved my k cups and thrilled with the assortmet.  i got mostly two of some flavors, and three of one kind, But extremely happy with what I got!  i definately will be ordering again and again!  I highly recommend this seller and assortment. There were so many flavors! Pumkin spice, mudslide, butter toffee,  hazelnut, french vanilla, mountain blueberry,  just to name a few!"
5,The Best Morning Dessert !,Love this coffee!  Makes the best 'Latte's'!.<br />I have one (or two) every morning!<br />Does not have that 'flavored' synthetic taste...........<br />Hazelnut is my very favorite and this coffee does it justice.,positive,The Best Morning Dessert !. Love this coffee!  Makes the best 'Latte's'!.<br />I have one (or two) every morning!<br />Does not have that 'flavored' synthetic taste...........<br />Hazelnut is my very favorite and this coffee does it justice.
5,Cocoa Butter,This item is a must have for anyone who want to have or maintain beautiful healthy skin. I am a repeat customer and will only by this brand. The item is shipped and remain in excellent form.,positive,Cocoa Butter. This item is a must have for anyone who want to have or maintain beautiful healthy skin. I am a repeat customer and will only by this brand. The item is shipped and remain in excellent form.
4,Delicious,"If you like graham crackers, you'll love Golden Honey Oat Grahams. They are light, crisp, subtly flavored and very satisfying.",positive,"Delicious. If you like graham crackers, you'll love Golden Honey Oat Grahams. They are light, crisp, subtly flavored and very satisfying."
5,There is a difference from the originals its better!,Well I had a box of old Pine Bros honey from the 80s laying around(the box with the pouring spoon) so I compared the old version to the new one available on this site.Well the originals are darker in color and not as soft(brown vs.gold).Both are excellent but I enjoyed the new product better.Had a slightly better honey taste and was way softer in texture.People who are expecting the exact same product from their past will be unsatisfied as they changed the formula but I feel for the better,positive,There is a difference from the originals its better!. Well I had a box of old Pine Bros honey from the 80s laying around(the box with the pouring spoon) so I compared the old version to the new one available on this site.Well the originals are darker in color and not as soft(brown vs.gold).Both are excellent but I enjoyed the new product better.Had a slightly better honey taste and was way softer in texture.People who are expecting the exact same product from their past will be unsatisfied as they changed the formula but I feel for the better
5,Salt & Pepper Popchips - I crave these!,"If you like hot peppery spicey food (and drink), you will like these.  I get a craving for them.  Of course, I like to drink Habanero Margaritas -- yes, there is such a thing! -- so you may prefer to order the Popchips variety case first (you'll get 3 packages of these in the case) to see how your taste buds react.",positive,"Salt & Pepper Popchips - I crave these!. If you like hot peppery spicey food (and drink), you will like these.  I get a craving for them.  Of course, I like to drink Habanero Margaritas -- yes, there is such a thing! -- so you may prefer to order the Popchips variety case first (you'll get 3 packages of these in the case) to see how your taste buds react."
5,"This stuff is good, and CHEAP","Wow, this stuff is my new addiction for quick dinners and work lunches. These packets of curry have the perfect level of spice and sweetness, very mild- not at all spicy. As described, pouch contains sauce and smallish pieces of various vegetables. The ingredients appear to be completely vegetarian and very nearly vegan.<br /><br />In fact, this curry sauce is pretty much as good or better than japanese curry rice dishes ive had in restaurants.<br /><br />At 12.00 bucks (at time of purchase) for a box of 10 curry pouches, you're getting an excellent deal. I hope the seller keeps these in stock, I could be a repeat buyer.",positive,"This stuff is good, and CHEAP. Wow, this stuff is my new addiction for quick dinners and work lunches. These packets of curry have the perfect level of spice and sweetness, very mild- not at all spicy. As described, pouch contains sauce and smallish pieces of various vegetables. The ingredients appear to be completely vegetarian and very nearly vegan.<br /><br />In fact, this curry sauce is pretty much as good or better than japanese curry rice dishes ive had in restaurants.<br /><br />At 12.00 bucks (at time of purchase) for a box of 10 curry pouches, you're getting an excellent deal. I hope the seller keeps these in stock, I could be a repeat buyer."
4,Red Clover Tea,"I purchased this tea because it is recommended for helping women's PMS symptoms and menopause symptoms.  I've only had one cup of it, so I can't say if it has helped my symptoms or not.  I have purchased other teas of this brand.  I would recommend their teas.  I wasn't crazy about the taste of the red clover, but that is just my personal opinion.  It's a little bitter but bearable.  Add some sugar and you're good to go.",positive,"Red Clover Tea. I purchased this tea because it is recommended for helping women's PMS symptoms and menopause symptoms.  I've only had one cup of it, so I can't say if it has helped my symptoms or not.  I have purchased other teas of this brand.  I would recommend their teas.  I wasn't crazy about the taste of the red clover, but that is just my personal opinion.  It's a little bitter but bearable.  Add some sugar and you're good to go."
5,pretzel pieces snack,"Love this snack!  <a href=""http://www.amazon.com/gp/product/B000G7VYRA"">Snyder's of Hanover Cheddar Cheese Pretzel Pieces, 10-Ounce Packages (Pack of 12)</a>Cannot find it locally any more so Amazon is my go-to store.  Ordering is easy & convenient, price is comparable to stores, delivery is quick.",positive,"pretzel pieces snack. Love this snack!  <a href=""http://www.amazon.com/gp/product/B000G7VYRA"">Snyder's of Hanover Cheddar Cheese Pretzel Pieces, 10-Ounce Packages (Pack of 12)</a>Cannot find it locally any more so Amazon is my go-to store.  Ordering is easy & convenient, price is comparable to stores, delivery is quick."
5,Relaxing with Green Chai tea,"Stash Green Chai Tea is delicious and very aromatic.  Wonderful  served plain, with honey.  It is even better with milk or half and half.",positive,"Relaxing with Green Chai tea. Stash Green Chai Tea is delicious and very aromatic.  Wonderful  served plain, with honey.  It is even better with milk or half and half."
1,"The product is great, but there are serious service problems","First, let me say that this product is high quality--once you get it, it is great.  Getting it, however, is a hassle.<br /><br />When I ordered this item, I was sent only a single box of barley, instead of the case (12 boxes) I had ordered and paid for.  Trying to get this problem resolved involved frequent interactions with customer service.  Amazon attempted to fix the problem by resending the order, but made the same mistake again, sending only 5 BOXES instead of the 5 CASES I had requested (and paid for).  Ultimately, I was told that Amazon was unable to fix this glitch, and my order was cancelled.  Until the problem is rectified, it doesn't make sense, in my opinion, to purchase this item.",negative,"The product is great, but there are serious service problems. First, let me say that this product is high quality--once you get it, it is great.  Getting it, however, is a hassle.<br /><br />When I ordered this item, I was sent only a single box of barley, instead of the case (12 boxes) I had ordered and paid for.  Trying to get this problem resolved involved frequent interactions with customer service.  Amazon attempted to fix the problem by resending the order, but made the same mistake again, sending only 5 BOXES instead of the 5 CASES I had requested (and paid for).  Ultimately, I was told that Amazon was unable to fix this glitch, and my order was cancelled.  Until the problem is rectified, it doesn't make sense, in my opinion, to purchase this item."
5,BEST TOASTER PASTRY,"These are the very best of any organic or non-organic toaster pastry we have ever tried.  Cherry Pomegran is the favorite flavor in our house.  It has a real fruit taste and a real pastry taste, not like regular brand & store brands that have always left me with indigestion and a lingering unpleasant taste.  Plus they have healthier ingredients than regular brands so I can feel good about giving these one or two times a week for really quick breakfasts or on the go breakfast when necessary.  We have embraced organic foods since the mid 1990's and these are among the best.  Amazon offers a better deal  than the ones we got at retail store.  By the way, strawberry frosted is our family's second favorite flavor.  Recommend trying them.  Five stars for sure.",positive,"BEST TOASTER PASTRY. These are the very best of any organic or non-organic toaster pastry we have ever tried.  Cherry Pomegran is the favorite flavor in our house.  It has a real fruit taste and a real pastry taste, not like regular brand & store brands that have always left me with indigestion and a lingering unpleasant taste.  Plus they have healthier ingredients than regular brands so I can feel good about giving these one or two times a week for really quick breakfasts or on the go breakfast when necessary.  We have embraced organic foods since the mid 1990's and these are among the best.  Amazon offers a better deal  than the ones we got at retail store.  By the way, strawberry frosted is our family's second favorite flavor.  Recommend trying them.  Five stars for sure."
1,NO CUSTOMER SERVICE AT ALL!!!! IGNORE MY CANCEL REQUEST!!,IDIOT. I TOLD YOU TWICE I WANT TO CANCEL THE ORDER. YOU BASICALLY JUST IGNORED MY REQUEST AND SENT ME THE ITEM.,negative,NO CUSTOMER SERVICE AT ALL!!!! IGNORE MY CANCEL REQUEST!!. IDIOT. I TOLD YOU TWICE I WANT TO CANCEL THE ORDER. YOU BASICALLY JUST IGNORED MY REQUEST AND SENT ME THE ITEM.
5,I LOVE THIS MOVIE!!!!!!!!!!!!!!!!!!!!!!!,"Hello, I have loved this movie since I was 4 Years old, i'm older now and still can't get enough of it! If you dont own this movie I reccomend you get it ASAP !!!!!!!!!!!!!!!!!!!!!!!  Best Regards, JECKA (stay laughing)",positive,"I LOVE THIS MOVIE!!!!!!!!!!!!!!!!!!!!!!!. Hello, I have loved this movie since I was 4 Years old, i'm older now and still can't get enough of it! If you dont own this movie I reccomend you get it ASAP !!!!!!!!!!!!!!!!!!!!!!!  Best Regards, JECKA (stay laughing)"
5,Delicious,"I'd never heard of this brand but they were very cheap here on Amazon and I was extremely surprised at how good the Dark Chocolate Hot Cocoa is.  Absolutely worth trying, it's really quite good.",positive,"Delicious. I'd never heard of this brand but they were very cheap here on Amazon and I was extremely surprised at how good the Dark Chocolate Hot Cocoa is.  Absolutely worth trying, it's really quite good."
5,The best tortilla chips I have ever eaten!!,"I can't say enough good things about Plocky's chips!!  I have purchased this flavor and the black bean flavor <a href=""http://www.amazon.com/gp/product/B000GWKO7G"">Plocky's Tortilla Chips, Black Beans 'N Rice, 7-Ounce Bags (Pack of 12)</a> and I love them!  They taste better than more well known brands and are very satisfying.  I have never eaten a tortilla chip that didn't make me feel guilty afterwards.  Not with Plocky's...I always eat less and feel satisfied.  I actually prefer these eaten by themselves..no dips...and I keep a bag in my desk at work.  I have even had them for lunch when there is no time to grab something.  I bring them to work to share with friends and they love them too.  I am a fan of Plocky's chips and will continue to purchase them on Amazon.",positive,"The best tortilla chips I have ever eaten!!. I can't say enough good things about Plocky's chips!!  I have purchased this flavor and the black bean flavor <a href=""http://www.amazon.com/gp/product/B000GWKO7G"">Plocky's Tortilla Chips, Black Beans 'N Rice, 7-Ounce Bags (Pack of 12)</a> and I love them!  They taste better than more well known brands and are very satisfying.  I have never eaten a tortilla chip that didn't make me feel guilty afterwards.  Not with Plocky's...I always eat less and feel satisfied.  I actually prefer these eaten by themselves..no dips...and I keep a bag in my desk at work.  I have even had them for lunch when there is no time to grab something.  I bring them to work to share with friends and they love them too.  I am a fan of Plocky's chips and will continue to purchase them on Amazon."
5,For those of you who have been searching for Clearly Canadian and those who haven't,"Years ago Clearly Canadian offered flavored, carbonated water in glass bottles. As the years went by it was harder and harder to find as grocers and gas stations stopped carrying it. Clear American has harnessed the flavor that CC contained but bottled it in a standard plastic bottle. The flavors are rich and pure, without that heavy syrupy taste.<br /><br />Nutritional Facts(1/30/2012)<br /><br />Calories  0<br />Total Fat 0<br />Sodium  0<br />Sugars  0<br />Protein  0<br /><br />Check out these other flavors as well.<br /><br /><a href=""http://www.amazon.com/gp/product/B0029K56TE"">Clear Choice Sparkling Water 12 Pack - Black Cherry, 1 quart</a><br /><a href=""http://www.amazon.com/gp/product/B0029K16XY"">Clear Choice Key Lime Sparkling Water - 12 Pack</a><br /><a href=""http://www.amazon.com/gp/product/B0029K37PE"">Clear Choice Kiwi Strawberry Sparkling Water 4 ct - 6 Pack</a><br /><a href=""http://www.amazon.com/gp/product/B0029K37T0"">Clear Choice White Grape Sparkling Water 4 ct - 6 Pack</a><br /><a href=""http://www.amazon.com/gp/product/B0029JW47C"">Clear Choice Tropical Fruit Sparkling Water 4 ct - 6 Pack</a><br /><a href=""http://www.amazon.com/gp/product/B0029JW3Y6"">Clear Choice Golden Peach Sparkling Water - 12 Pack</a><br /><br />Highly recommended.",positive,"For those of you who have been searching for Clearly Canadian and those who haven't. Years ago Clearly Canadian offered flavored, carbonated water in glass bottles. As the years went by it was harder and harder to find as grocers and gas stations stopped carrying it. Clear American has harnessed the flavor that CC contained but bottled it in a standard plastic bottle. The flavors are rich and pure, without that heavy syrupy taste.<br /><br />Nutritional Facts(1/30/2012)<br /><br />Calories  0<br />Total Fat 0<br />Sodium  0<br />Sugars  0<br />Protein  0<br /><br />Check out these other flavors as well.<br /><br /><a href=""http://www.amazon.com/gp/product/B0029K56TE"">Clear Choice Sparkling Water 12 Pack - Black Cherry, 1 quart</a><br /><a href=""http://www.amazon.com/gp/product/B0029K16XY"">Clear Choice Key Lime Sparkling Water - 12 Pack</a><br /><a href=""http://www.amazon.com/gp/product/B0029K37PE"">Clear Choice Kiwi Strawberry Sparkling Water 4 ct - 6 Pack</a><br /><a href=""http://www.amazon.com/gp/product/B0029K37T0"">Clear Choice White Grape Sparkling Water 4 ct - 6 Pack</a><br /><a href=""http://www.amazon.com/gp/product/B0029JW47C"">Clear Choice Tropical Fruit Sparkling Water 4 ct - 6 Pack</a><br /><a href=""http://www.amazon.com/gp/product/B0029JW3Y6"">Clear Choice Golden Peach Sparkling Water - 12 Pack</a><br /><br />Highly recommended."
4,Puppy Food,"We used this product for our puppy's first year.  She never had an issue with any type of adverse reaction and seemed to enjoy it very much.<br /><br />Actually, she liked this product even better than the adult food we are now using.  Our puppy would eat this straight from the bag!!!! No need to mix anything else into it...<br /><br />It kept our little girl healthy, bright and beautiful! Helping her grow into the strong doggie teen (she will be 2yrs old in june) she is now!!!<br /><br />Kept a nice coat, good breathe and healthy teeth...<br />Really liked this product.",positive,"Puppy Food. We used this product for our puppy's first year.  She never had an issue with any type of adverse reaction and seemed to enjoy it very much.<br /><br />Actually, she liked this product even better than the adult food we are now using.  Our puppy would eat this straight from the bag!!!! No need to mix anything else into it...<br /><br />It kept our little girl healthy, bright and beautiful! Helping her grow into the strong doggie teen (she will be 2yrs old in june) she is now!!!<br /><br />Kept a nice coat, good breathe and healthy teeth...<br />Really liked this product."
5,Coffee for Keurig,Very good coffee.  Ease of prep and taste major considerations and it really comes through.  Time relaxing enhanced by flavor.,positive,Coffee for Keurig. Very good coffee.  Ease of prep and taste major considerations and it really comes through.  Time relaxing enhanced by flavor.
5,The only grits I eat! Yummy!,"I love this product from Quaker and I'm certainly not a fan of grits. These, however, are really delicious just with salt, pepper and butter or margarine. The small ham bits taste authentic and add a quite different taste and consistency to normally bland grits. They're instant so it only takes a minute or two to prepare and they go well as a side dish with eggs and biscuits or toast, or just served alone. I like the small individual packets, especially, as I can even take them to work. Ordering them in bulk from Amazon is even better as I always know I have plenty on hand as these are the only grits I eat.",positive,"The only grits I eat! Yummy!. I love this product from Quaker and I'm certainly not a fan of grits. These, however, are really delicious just with salt, pepper and butter or margarine. The small ham bits taste authentic and add a quite different taste and consistency to normally bland grits. They're instant so it only takes a minute or two to prepare and they go well as a side dish with eggs and biscuits or toast, or just served alone. I like the small individual packets, especially, as I can even take them to work. Ordering them in bulk from Amazon is even better as I always know I have plenty on hand as these are the only grits I eat."
